,처리업체_소계,총계_소각,자가처리_재활용,자치단체_매립,자치단체_해역배출,자가처리_해역배출,처리업체_매립,구분_시군구,자가처리_소각,자치단체_소계,자가처리_매립,자치단체_소각,총계_매립,자치단체_재활용,처리업체_소각,총계_계,자가처리_소계,처리업체_재활용,총계_해역배출,총계_재활용,처리업체_해역배출,구분_시도
115,463.7,34.7,81.8,0.0,0,0,50.5,진천군,0.0,0.0,29.8,0.0,80.3,0.0,34.7,575.3,111.6,378.5,0.0,460.3,0.0,충북
116,133.0,8.5,0.0,0.0,0,0,6.2,괴산군,0.0,0.0,0.0,0.0,6.2,0.0,8.5,133.0,0.0,118.3,0.0,118.3,0.0,충북
117,511.5,82.4,56.0,0.0,0,0,42.1,음성군,2.6,0.0,6.7,0.0,48.8,0.0,79.8,576.8,65.3,389.6,0.0,445.6,0.0,충북
118,1176.6,3.2,1.7,0.0,0,0,19.1,단양군,0.0,0.0,0.0,0.0,19.1,0.0,3.2,1178.3,1.7,1154.3,0.0,1156.0,0.0,충북
119,1035.0,144.5,992.3,0.0,0,0,212.0,천안시,7.5,0.0,2.1,0.0,214.1,0.0,137.0,2036.9,1001.9,686.0,0.0,1678.3,0.0,충남
120,311.5,96.6,0.0,0.0,0,0,36.1,공주시,0.0,0.0,0.0,0.0,36.1,0.0,96.6,311.5,0.0,178.8,0.0,178.8,0.0,충남
121,3093.8,15.5,0.0,0.0,0,0,7.9,보령시,0.1,0.0,730.8,0.0,738.7,0.0,15.4,3824.7,730.9,3070.5,0.0,3070.5,0.0,충남
122,1351.0,102.5,0.0,0.0,0,0,132.6,아산시,0.0,0.0,0.0,0.0,132.6,0.0,102.5,1351.0,0.0,1115.9,0.0,1115.9,0.0,충남
123,395.5,15.2,0.7,0.0,0,0,118.0,서산시,0.0,0.0,0.0,0.0,118.0,0.0,15.2,396.2,0.7,262.3,0.0,263.0,0.0,충남
124,353.0,49.0,0.0,0.0,0,0,48.0,논산시,0.0,0.0,0.0,0.0,48.0,0.0,49.0,353.0,0.0,256.0,0.0,256.0,0.0,충남
125,15.3,0.3,0.0,0.0,0,0,4.9,계룡시,0.0,0.0,0.0,0.0,4.9,0.0,0.3,15.3,0.0,10.1,0.0,10.1,0.0,충남
126,7129.0,30.8,16823.2,0.0,0,0,134.0,당진시,0.0,0.0,988.8,0.0,1122.8,0.0,30.8,24941.0,17812.0,6964.2,0.0,23787.4,0.0,충남
127,110.0,21.9,0.0,0.0,0,0,21.7,금산군,0.0,0.0,0.0,0.0,21.7,0.0,21.9,110.0,0.0,66.4,0.0,66.4,0.0,충남
128,38.6,1.3,0.0,0.0,0,0,3.2,부여군,0.0,0.0,0.0,0.0,3.2,0.0,1.3,38.6,0.0,34.1,0.0,34.1,0.0,충남
129,805.4,73.0,3.9,0.0,0,0,17.3,서천군,0.0,0.0,151.2,0.0,168.5,0.0,73.0,960.5,155.1,715.1,0.0,719.0,0.0,충남
130,47.7,3.8,3.5,0.0,0,0,5.7,청양군,0.0,0.0,0.0,0.0,5.7,0.0,3.8,51.2,3.5,38.2,0.0,41.7,0.0,충남
131,93.6,4.2,0.0,0.0,0,0,11.4,홍성군,0.0,0.0,0.0,0.0,11.4,0.0,4.2,93.6,0.0,78.0,0.0,78.0,0.0,충남
132,141.7,10.2,0.2,7.2,0,0,13.3,예산군,0.0,7.2,0.0,0.0,20.5,0.0,10.2,149.1,0.2,118.2,0.0,118.4,0.0,충남
133,274.4,1.8,2684.4,0.0,0,0,8.7,태안군,0.0,0.0,952.6,0.0,961.3,0.0,1.8,3911.4,3637.0,263.9,0.0,2948.3,0.0,충남
134,1134.3,1018.5,0.0,46.2,0,0,193.9,전주시,976.2,69.7,0.0,23.5,240.1,0.0,18.8,2180.2,976.2,921.6,0.0,921.6,0.0,전북
135,1673.0,411.5,1.1,48.6,0,0,373.8,군산시,362.4,48.6,23.5,0.0,445.9,0.0,49.1,2108.6,387.0,1238.7,11.4,1239.8,11.4,전북
136,684.4,56.2,79.1,0.0,0,0,153.4,익산시,0.0,0.0,0.0,0.0,153.4,0.0,56.2,763.5,79.1,474.8,0.0,553.9,0.0,전북
137,340.8,12.1,0.0,0.0,0,0,38.9,정읍시,0.1,0.0,0.0,0.0,38.9,0.0,12.0,340.9,0.1,289.9,0.0,289.9,0.0,전북
138,38.6,3.9,287.8,0.0,0,0,2.8,남원시,0.0,0.0,0.0,0.0,2.8,0.0,3.9,326.4,287.8,31.9,0.0,319.7,0.0,전북
139,226.7,85.3,0.0,0.0,0,0,1.6,김제시,0.0,0.0,0.1,0.0,1.7,0.0,85.3,226.8,0.1,139.8,0.0,139.8,0.0,전북
140,0.0,13.6,0.0,16.3,0,0,0.0,완주군,0.0,116.3,0.0,13.6,16.3,86.4,0.0,116.3,0.0,0.0,0.0,86.4,0.0,전북
141,50.4,0.9,0.0,0.0,0,0,0.5,진안군,0.0,0.0,0.0,0.0,0.5,0.0,0.9,50.4,0.0,49.0,0.0,49.0,0.0,전북
142,4.5,0.1,0.0,0.0,0,0,0.0,무주군,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.5,0.0,4.4,0.0,4.4,0.0,전북
143,10.9,0.1,0.0,0.0,0,0,0.0,장수군,0.0,0.0,0.0,0.0,0.0,0.0,0.1,10.9,0.0,10.8,0.0,10.8,0.0,전북
144,39.0,1.6,0.0,0.0,0,0,1.5,임실군,0.0,0.0,0.0,0.0,1.5,0.0,1.6,39.0,0.0,35.9,0.0,35.9,0.0,전북
145,34.8,2.5,0.0,0.0,0,0,6.5,순창군,0.0,0.0,0.0,0.0,6.5,0.0,2.5,34.8,0.0,25.8,0.0,25.8,0.0,전북
146,8.9,2.5,0.0,0.0,0,0,0.2,고창군,0.2,0.0,0.0,0.0,0.2,0.0,2.3,9.1,0.2,6.4,0.0,6.4,0.0,전북
147,0.0,0.0,0.0,0.0,0,0,0.0,부안군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,전북
148,105.3,1.1,0.0,0.0,0,0,55.0,목포시,0.0,0.0,0.0,0.0,55.0,0.0,1.1,105.3,0.0,49.2,0.0,49.2,0.0,전남
149,3050.1,170.9,0.0,37.2,0,0,431.2,여수시,0.0,37.2,0.0,0.0,468.4,0.0,170.9,3087.3,0.0,2448.0,0.0,2448.0,0.0,전남
150,85.9,4.8,0.0,0.0,0,0,14.0,순천시,0.0,0.0,0.0,0.0,14.0,0.0,4.8,85.9,0.0,67.1,0.0,67.1,0.0,전남
151,196.5,8.2,0.0,0.0,0,0,6.5,나주시,0.0,0.0,0.0,0.0,6.5,0.0,8.2,196.5,0.0,181.8,0.0,181.8,0.0,전남
152,16463.8,63.7,0.2,8.4,0,0,72.8,광양시,58.3,8.4,12.5,0.0,93.7,0.0,5.4,16543.2,71.0,16385.6,0.0,16385.8,0.0,전남
153,106.4,33.1,0.0,0.0,0,0,27.7,담양군,0.0,0.0,0.0,0.0,27.7,0.0,33.1,106.4,0.0,45.6,0.0,45.6,0.0,전남
154,27.7,2.9,0.0,0.0,0,0,1.0,곡성군,0.0,0.4,0.0,0.0,1.0,0.4,2.9,28.1,0.0,23.8,0.0,24.2,0.0,전남
155,14.7,0.0,0.0,0.0,0,0,0.0,구례군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,0.0,14.7,0.0,14.7,0.0,전남
156,0.0,0.0,0.0,0.0,0,0,0.0,고흥군,0.0,2.2,0.0,0.0,0.0,2.2,0.0,2.2,0.0,0.0,0.0,2.2,0.0,전남
157,18.5,0.0,0.0,0.0,0,0,0.0,보성군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0,18.5,0.0,18.5,0.0,전남
158,21.2,0.2,8.8,0.0,0,0,2.4,화순군,0.0,0.0,0.0,0.0,2.4,0.0,0.2,30.0,8.8,18.6,0.0,27.4,0.0,전남
159,57.8,0.0,0.6,0.0,0,0,3.7,장흥군,0.0,0.0,0.0,0.0,3.7,0.0,0.0,58.4,0.6,54.1,0.0,54.7,0.0,전남
160,5.1,0.3,0.0,0.0,0,0,0.5,강진군,0.0,0.0,0.0,0.0,0.5,0.0,0.3,5.1,0.0,4.3,0.0,4.3,0.0,전남
161,49.3,2.7,0.1,0.0,0,0,2.6,해남군,0.0,0.0,0.0,0.0,2.6,0.0,2.7,49.4,0.1,44.0,0.0,44.1,0.0,전남
162,1029.1,225.9,0.0,0.0,0,0,39.2,영암군,0.0,0.0,0.0,0.0,39.2,0.0,225.9,1029.1,0.0,764.0,0.0,764.0,0.0,전남
163,51.0,11.8,0.0,0.0,0,0,4.3,무안군,0.0,0.0,0.0,0.0,4.3,0.0,11.8,51.0,0.0,34.9,0.0,34.9,0.0,전남
164,25.6,1.2,1.2,0.0,0,0,1.7,함평군,0.0,0.0,0.0,0.0,1.7,0.0,1.2,26.8,1.2,22.7,0.0,23.9,0.0,전남
165,10.2,1.8,0.0,0.0,0,0,1.2,영광군,0.0,1.4,0.0,1.4,1.2,0.0,0.4,11.6,0.0,8.6,0.0,8.6,0.0,전남
166,82.2,13.9,2.8,0.0,0,0,0.9,장성군,0.0,0.0,2.6,0.0,3.5,0.0,13.9,87.6,5.4,67.4,0.0,70.2,0.0,전남
167,0.3,0.0,0.0,0.0,0,0,0.1,완도군,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.2,0.0,0.2,0.0,전남
168,7.7,0.5,0.0,3.6,0,0,0.0,진도군,0.0,3.6,0.0,0.0,3.6,0.0,0.5,11.3,0.0,7.2,0.0,7.2,0.0,전남
169,21.6,6.3,0.0,0.0,0,0,0.0,신안군,0.0,0.0,0.0,0.0,0.0,0.0,6.3,21.6,0.0,15.3,0.0,15.3,0.0,전남
170,14477.5,122.5,513.6,0.0,0,0,608.8,포항시,72.0,0.0,744.6,0.0,1353.4,0.0,50.5,15807.7,1330.2,13818.2,0.0,14331.8,0.0,경북
171,907.9,49.1,0.0,0.0,0,0,208.1,경주시,0.0,0.0,0.0,0.0,208.1,0.0,49.1,907.9,0.0,650.7,0.0,650.7,0.0,경북
172,0.0,38.7,0.0,94.1,0,0,0.0,김천시,0.0,306.7,0.0,38.7,94.1,173.9,0.0,306.7,0.0,0.0,0.0,173.9,0.0,경북
173,218.0,80.2,0.0,0.0,0,0,58.3,안동시,0.0,0.0,0.0,0.0,58.3,0.0,80.2,218.0,0.0,79.5,0.0,79.5,0.0,경북
174,1056.8,80.4,0.5,0.0,0,0,289.0,구미시,27.9,1.7,62.6,1.7,351.6,0.0,50.8,1149.5,91.0,717.0,0.0,717.5,0.0,경북
175,297.7,11.9,20.4,0.0,0,0,58.9,영주시,0.0,0.0,0.0,0.0,58.9,0.0,11.9,318.1,20.4,226.9,0.0,247.3,0.0,경북
176,517.6,15.0,16.5,0.0,0,0,245.2,영천시,0.0,0.0,0.0,0.0,245.2,0.0,15.0,534.1,16.5,255.9,1.5,272.4,1.5,경북
177,361.5,74.4,0.0,0.0,0,0,50.1,상주시,0.0,0.0,0.0,0.0,50.1,0.0,74.4,361.5,0.0,237.0,0.0,237.0,0.0,경북
178,84.4,5.7,0.0,0.0,0,0,52.0,문경시,0.0,0.0,0.0,0.0,52.0,0.0,5.7,84.4,0.0,26.7,0.0,26.7,0.0,경북
179,277.9,79.2,104.5,21.0,0,0,37.0,경산시,0.5,21.0,0.0,0.0,58.0,0.0,78.7,403.9,105.0,162.2,0.0,266.7,0.0,경북
180,56.5,1.9,0.0,0.0,0,0,2.2,의성군,0.0,0.0,0.0,0.0,2.2,0.0,1.9,56.5,0.0,52.4,0.0,52.4,0.0,경북
181,12.4,0.3,0.0,0.0,0,0,0.2,청송군,0.0,0.0,0.0,0.0,0.2,0.0,0.3,12.4,0.0,11.9,0.0,11.9,0.0,경북
182,5.3,0.0,0.0,0.0,0,0,0.1,영양군,0.0,0.0,0.0,0.0,0.1,0.0,0.0,5.3,0.0,5.2,0.0,5.2,0.0,경북
183,17.7,0.0,125.9,2.5,0,0,2.5,영덕군,0.0,2.5,0.0,0.0,5.0,0.0,0.0,146.1,125.9,15.0,0.2,140.9,0.2,경북
184,33.5,0.9,0.0,0.0,0,0,12.4,청도군,0.0,0.0,0.0,0.0,12.4,0.0,0.9,33.5,0.0,20.2,0.0,20.2,0.0,경북
185,923.4,14.0,6.8,0.0,0,0,32.9,고령군,1.2,0.0,3.2,0.0,36.1,0.0,12.8,934.6,11.2,877.7,0.0,884.5,0.0,경북
186,167.6,21.5,0.0,0.0,0,0,20.4,성주군,0.0,0.0,0.0,0.0,20.4,0.0,21.5,167.6,0.0,125.7,0.0,125.7,0.0,경북
187,220.8,145.0,20.2,0.0,0,0,127.3,칠곡군,139.2,0.0,0.0,0.0,127.3,0.0,5.8,380.2,159.4,87.7,0.0,107.9,0.0,경북
188,32.2,2.9,0.0,0.0,0,0,2.9,예천군,0.0,0.0,0.0,0.0,2.9,0.0,2.9,32.2,0.0,26.4,0.0,26.4,0.0,경북
189,193.8,4.9,0.4,0.0,0,0,180.1,봉화군,0.0,0.0,0.0,0.0,180.1,0.0,4.9,194.2,0.4,8.8,0.0,9.2,0.0,경북
190,40.9,1.0,0.3,12.1,0,0,8.6,울진군,0.0,12.1,0.0,0.0,20.7,0.0,1.0,53.3,0.3,31.3,0.0,31.6,0.0,경북
191,0.1,0.0,0.0,0.0,0,0,0.0,울릉군,0.0,0.0,2.1,0.0,2.1,0.0,0.0,2.2,2.1,0.1,0.0,0.1,0.0,경북
192,2713.0,155.6,320.3,132.5,0,0,308.5,창원시,51.1,145.5,12.1,13.0,453.1,0.0,91.5,3242.0,383.5,2313.0,0.0,2633.3,0.0,경남
193,233.2,23.3,0.0,0.0,0,0,69.7,진주시,0.8,0.0,0.0,0.0,69.7,0.0,22.5,234.0,0.8,141.0,0.0,141.0,0.0,경남
194,356.0,1.4,0.0,0.0,0,0,13.9,통영시,0.0,0.0,0.0,0.0,13.9,0.0,1.4,356.0,0.0,340.7,0.0,340.7,0.0,경남
195,117.5,32.0,0.1,22.1,0,0,20.2,사천시,0.0,41.9,0.0,19.8,42.3,0.0,12.2,159.5,0.1,85.1,0.0,85.2,0.0,경남
196,1033.2,67.2,142.6,0.0,0,0,144.0,김해시,0.2,0.0,0.0,0.0,144.0,0.0,67.0,1176.0,142.8,822.2,0.0,964.8,0.0,경남
197,160.2,19.6,2.1,0.0,0,0,25.9,밀양시,3.3,0.0,0.0,0.0,25.9,0.0,16.3,165.6,5.4,103.3,14.7,105.4,14.7,경남
198,493.2,173.1,20.9,0.0,0,0,123.7,거제시,60.0,9.8,0.0,9.8,123.7,0.0,103.3,583.9,80.9,266.0,0.2,286.9,0.2,경남
199,656.6,41.3,0.0,66.8,0,0,81.5,양산시,7.9,66.8,0.0,0.0,148.3,0.0,33.4,731.3,7.9,541.7,0.0,541.7,0.0,경남
200,0.0,10.3,0.0,49.2,0,0,0.0,의령군,0.0,98.7,0.0,10.3,49.2,39.2,0.0,98.7,0.0,0.0,0.0,39.2,0.0,경남
201,1022.4,41.8,2.9,0.0,0,0,98.8,함안군,0.0,0.0,0.0,0.0,98.8,0.0,41.8,1025.3,2.9,881.8,0.0,884.7,0.0,경남
202,173.7,3.0,0.0,0.0,0,0,42.7,창녕군,0.0,0.0,0.0,0.0,42.7,0.0,3.0,173.7,0.0,128.0,0.0,128.0,0.0,경남
203,1698.6,6.2,7.1,0.0,0,0,17.3,고성군,0.0,0.0,818.6,0.0,835.9,0.0,6.2,2524.3,825.7,1673.4,1.7,1680.5,1.7,경남
204,6.5,0.0,0.0,9.3,0,0,0.0,남해군,0.0,9.3,0.0,0.0,9.3,0.0,0.0,15.8,0.0,6.5,0.0,6.5,0.0,경남
205,3343.8,1.4,0.0,0.1,0,0,2.5,하동군,0.0,0.1,148.8,0.0,151.4,0.0,1.4,3492.7,148.8,3339.9,0.0,3339.9,0.0,경남
206,16.5,0.0,99.9,0.0,0,0,2.7,산청군,0.0,0.0,0.0,0.0,2.7,0.0,0.0,116.4,99.9,13.8,0.0,113.7,0.0,경남
207,23.9,3.7,4.5,0.0,0,0,5.6,함양군,0.0,3.9,0.1,2.2,5.7,1.7,1.5,32.4,4.6,16.8,0.0,23.0,0.0,경남
208,110.5,0.9,43.0,2.2,0,0,0.6,거창군,0.0,2.2,0.0,0.0,2.8,0.0,0.9,155.7,43.0,109.0,0.0,152.0,0.0,경남
209,17.8,2.5,10.0,0.1,0,0,5.1,합천군,0.0,0.1,1.4,0.0,6.6,0.0,2.5,29.3,11.4,10.2,0.0,20.2,0.0,경남
210,118.7,4.2,21.3,57.8,0,0,0.0,제주시,0.0,61.2,0.0,3.4,57.8,0.0,0.8,201.2,21.3,91.4,26.5,112.7,26.5,제주
211,93.8,6.3,2.3,47.8,0,0,0.0,서귀포시,3.7,50.4,0.0,2.6,47.8,0.0,0.0,150.2,6.0,63.7,30.1,66.0,30.1,제주
212,76.6,0.3,0.0,0.0,0,0,0.1,춘천시,0.0,0.0,0.0,0.0,0.1,0.0,0.3,76.6,0.0,76.2,0.0,76.2,0.0,강원
213,492.3,9.9,0.0,25.0,0,0,10.3,원주시,0.0,25.0,0.0,0.0,35.3,0.0,9.9,517.3,0.0,472.1,0.0,472.1,0.0,강원
214,510.3,1.9,0.0,0.0,0,0,1.2,강릉시,0.0,0.0,3.3,0.0,4.5,0.0,1.9,513.6,3.3,505.3,1.9,505.3,1.9,강원
215,1863.4,1.1,0.0,0.0,0,0,63.6,동해시,0.0,0.0,0.0,0.0,63.6,0.0,1.1,1863.4,0.0,1798.7,0.0,1798.7,0.0,강원
216,0.0,0.1,0.0,10.4,0,0,0.0,태백시,0.0,14.8,0.0,0.1,10.4,4.3,0.0,14.8,0.0,0.0,0.0,4.3,0.0,강원
217,0.0,0.0,0.0,0.4,0,0,0.0,속초시,0.0,13.1,0.0,0.0,0.4,12.7,0.0,13.1,0.0,0.0,0.0,12.7,0.0,강원
218,98.3,0.1,3.4,0.0,0,0,3.9,삼척시,0.0,0.0,0.0,0.0,3.9,0.0,0.1,101.7,3.4,94.3,0.0,97.7,0.0,강원
219,121.7,6.3,0.0,0.0,0,0,8.0,홍천군,0.0,0.0,0.0,0.0,8.0,0.0,6.3,121.7,0.0,107.4,0.0,107.4,0.0,강원
220,46.3,0.8,0.0,1.6,0,0,0.0,횡성군,0.0,2.4,0.0,0.8,1.6,0.0,0.0,48.7,0.0,46.3,0.0,46.3,0.0,강원
221,40.5,0.0,214.0,0.0,0,0,0.9,영월군,0.0,0.0,23.1,0.0,24.0,0.0,0.0,277.6,237.1,39.6,0.0,253.6,0.0,강원
222,0.0,0.0,7.0,0.0,0,0,0.0,평창군,0.0,0.0,16.1,0.0,16.1,0.0,0.0,23.1,23.1,0.0,0.0,7.0,0.0,강원
223,83.1,0.1,0.0,0.0,0,0,25.2,정선군,0.0,0.0,0.0,0.0,25.2,0.0,0.1,83.1,0.0,57.8,0.0,57.8,0.0,강원
224,4.5,0.0,18.0,0.0,0,0,0.7,철원군,0.0,0.0,0.0,0.0,0.7,0.0,0.0,22.5,18.0,3.8,0.0,21.8,0.0,강원
225,5.3,0.0,0.0,0.0,0,0,5.2,화천군,0.0,0.0,0.0,0.0,5.2,0.0,0.0,5.3,0.0,0.1,0.0,0.1,0.0,강원
226,0.0,2.1,0.0,0.0,0,0,0.0,양구군,0.0,3.3,0.0,2.1,0.0,1.2,0.0,3.3,0.0,0.0,0.0,1.2,0.0,강원
227,10.9,0.0,0.0,9.6,0,0,0.0,인제군,0.0,9.6,0.0,0.0,9.6,0.0,0.0,20.5,0.0,10.9,0.0,10.9,0.0,강원
228,24.8,0.0,0.0,1.3,0,0,0.0,고성군,0.0,1.3,0.0,0.0,1.3,0.0,0.0,26.1,0.0,20.8,4.0,20.8,4.0,강원
229,8.2,0.0,0.0,0.0,0,0,0.0,양양군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0,8.2,0.0,8.2,0.0,강원
